Nome do Repositório,Idade (dias),PRs Aceitos Externos,Releases,Dias sem atualizar,Linguagem,Total Issues,Issues Fechadas,Razão Issues Fechadas (%)
docling-project/docling,602,3,155,0,Python,1627,815,50.09
starship/starship,2527,38,138,0,Rust,2628,1853,70.51
lencx/ChatGPT,1182,34,34,0,Rust,1253,368,29.37
ElemeFE/element,3468,100,145,0,Vue,17894,15249,85.22
marktext/marktext,3032,79,36,0,JavaScript,2999,1654,55.15
karpathy/nanoGPT,1161,44,0,0,Python,353,114,32.29
maybe-finance/maybe,791,99,28,0,Ruby,0,0,0
go-gitea/gitea,3409,49,224,0,Go,15426,12814,83.07
ultralytics/ultralytics,1268,49,347,0,Python,12478,12342,98.91
psf/requests,5496,100,14,0,Python,4128,3940,95.45
necolas/normalize.css,5416,55,0,0,CSS,517,470,90.91
laurent22/joplin,3332,92,400,0,TypeScript,7748,7162,92.44
facebookresearch/segment-anything,1075,16,0,0,Jupyter Notebook,717,182,25.38
wagoodman/dive,2850,52,28,0,Go,373,205,54.96
romkatv/powerlevel10k,2563,99,33,0,Shell,2603,2488,95.58
vuejs/core,2820,84,268,0,TypeScript,5955,5303,89.05
ngosang/trackerslist,3599,1,0,0,Nenhuma,508,501,98.62
unslothai/unsloth,824,94,23,0,Python,2963,2105,71.04
google/material-design-icons,4163,41,16,0,Nenhuma,1563,1177,75.3
mozilla/pdf.js,5425,100,83,0,JavaScript,10417,9989,95.89
firstcontributions/first-contributions,3450,100,0,0,Nenhuma,1365,1326,97.14
WerWolv/ImHex,1938,86,82,0,C++,1555,1252,80.51
microsoft/ai-agents-for-beginners,459,97,0,0,Jupyter Notebook,86,86,100.0
Zie619/n8n-workflows,293,33,1,0,Python,97,80,82.47
JetBrains/kotlin,5131,69,283,0,Kotlin,0,0,0
ionic-team/ionic-framework,4577,100,929,0,TypeScript,22139,21539,97.29
cloudcommunity/Free-Certifications,2040,97,0,0,Nenhuma,64,19,29.69
sickcodes/Docker-OSX,2097,62,0,0,Shell,681,287,42.14
TryGhost/Ghost,4685,82,951,0,JavaScript,7218,7153,99.1
PowerShell/PowerShell,3701,28,193,0,C#,13318,12133,91.1
typst/typst,2351,42,27,0,Rust,4052,2956,72.95
prettier/prettier,3380,77,134,0,JavaScript,7179,5980,83.3
2dust/v2rayNG,2484,100,282,0,Kotlin,3687,3683,99.89
etcd-io/etcd,4622,100,272,0,Go,7119,7005,98.4
xai-org/grok-1,716,5,0,0,Python,0,0,0
google/guava,4295,83,57,0,Java,3647,3029,83.05
vsouza/awesome-ios,4253,97,0,0,Swift,492,490,99.59
jekyll/jekyll,6343,86,112,0,Ruby,4925,4798,97.42
termux/termux-app,3784,93,95,0,Java,3024,2591,85.68
coollabsio/coolify,1862,23,665,0,PHP,3458,2881,83.31
Semantic-Org/Semantic-UI,4711,77,154,0,JavaScript,6235,5269,84.51
chinese-poetry/chinese-poetry,3469,87,1,0,JavaScript,213,92,43.19
DefinitelyTyped/DefinitelyTyped,4896,98,1,0,TypeScript,8109,7543,93.02
agalwood/Motrix,2631,51,21,0,JavaScript,1354,597,44.09
ethereum/go-ethereum,4449,96,227,0,Go,8634,8445,97.81
justjavac/awesome-wechat-weapp,3448,100,0,0,Nenhuma,0,0,0
poteto/hiring-without-whiteboards,3275,99,0,0,JavaScript,0,0,0
charlax/professional-programming,3769,43,0,0,Python,32,32,100.0
dockur/windows,778,100,119,0,Shell,980,880,89.8
jgthms/bulma,3691,68,22,0,CSS,2743,2403,87.6
jesseduffield/lazydocker,2481,64,45,0,Go,396,203,51.26
harry0703/MoneyPrinterTurbo,722,17,9,0,Python,616,400,64.94
Avik-Jain/100-Days-Of-ML-Code,2798,6,0,0,Nenhuma,0,0,0
mastodon/mastodon,3661,80,327,0,Ruby,12732,8538,67.06
FlowiseAI/Flowise,1067,100,80,0,TypeScript,2505,1862,74.33
cypress-io/cypress,4017,76,387,0,TypeScript,15319,14104,92.07
NARKOZ/hacker-scripts,3754,63,0,0,JavaScript,104,68,65.38
odoo/odoo,4311,79,0,0,Python,18807,15253,81.1
lyswhut/lx-music-desktop,2392,87,111,0,TypeScript,2350,1273,54.17
AlistGo/alist,1895,79,143,0,Go,4432,3886,87.68
dkhamsing/open-source-ios-apps,4053,80,37,0,Nenhuma,333,333,100.0
jellyfin/jellyfin,2641,22,102,0,C#,8186,7556,92.3
nlohmann/json,4625,93,45,0,C++,2366,2328,98.39
dbeaver/dbeaver,3786,74,243,0,Java,20004,16842,84.19
huginn/huginn,4741,58,1,0,Ruby,2179,1576,72.33
TanStack/query,2365,97,1000,0,TypeScript,2273,2203,96.92
iamkun/dayjs,2884,43,125,0,JavaScript,1825,867,47.51
mem0ai/mem0,987,57,272,0,Python,1392,938,67.39
JuliaLang/julia,5430,46,195,0,Julia,25831,21987,85.12
ReactiveX/RxJava,4801,51,243,0,Java,3181,3167,99.56
ChrisTitusTech/winutil,1405,79,33,0,PowerShell,2139,2131,99.63
algorithm-visualizer/algorithm-visualizer,3579,43,0,0,JavaScript,123,76,61.79
moment/moment,5481,93,0,0,JavaScript,4165,3915,94.0
pandas-dev/pandas,5670,99,118,0,Python,28147,24712,87.8
hashicorp/terraform,4372,95,402,0,Go,21614,19843,91.81
sansan0/TrendRadar,308,1,0,0,Python,391,361,92.33
x64dbg/x64dbg,3978,51,4,0,C++,2686,2110,78.56
lllyasviel/Fooocus,936,3,21,0,Python,1641,1419,86.47
type-challenges/type-challenges,2048,78,0,0,TypeScript,37044,3998,10.79
expo/expo,3486,74,0,0,TypeScript,18107,17776,98.17
serhii-londar/open-source-mac-os-apps,3042,62,0,0,Nenhuma,217,210,96.77
kelseyhightower/kubernetes-the-hard-way,3525,65,0,0,Nenhuma,438,416,94.98
minimaxir/big-list-of-naughty-strings,3859,89,0,0,Python,101,32,31.68
kamranahmedse/design-patterns-for-humans,3301,50,0,0,Nenhuma,52,47,90.38
gogs/gogs,4402,95,96,0,Go,5176,4254,82.19
bigskysoftware/htmx,2149,60,27,0,JavaScript,1669,1060,63.51
upstash/context7,341,83,48,0,TypeScript,1645,1511,91.85
skylot/jadx,4732,71,34,0,Java,2050,1634,79.71
karan/Projects,4624,19,0,0,Nenhuma,92,37,40.22
run-llama/llama_index,1217,5,425,0,Python,6929,6697,96.65
freqtrade/freqtrade,3211,25,110,0,Python,5556,5526,99.46
akullpp/awesome-java,4255,72,0,0,Nenhuma,138,136,98.55
ggml-org/whisper.cpp,1254,72,31,0,C++,1869,873,46.71
typescript-cheatsheets/react,2831,77,0,0,JavaScript,224,224,100.0
1c7/chinese-independent-developer,3084,99,0,0,Nenhuma,241,239,99.17
serverless/serverless,3969,86,480,0,JavaScript,6598,5481,83.07
brillout/awesome-react-components,3538,95,0,0,Nenhuma,55,45,81.82
v2ray/v2ray-core,3832,99,247,0,Go,2596,2593,99.88
jakevdp/PythonDataScienceHandbook,3491,28,0,0,Jupyter Notebook,208,79,37.98
square/okhttp,4970,7,0,0,Kotlin,4246,4180,98.45
slab/quill,4963,98,95,0,TypeScript,3821,3269,85.55
Homebrew/brew,3649,56,473,0,Ruby,4995,4986,99.82
pixijs/pixijs,4788,84,303,0,TypeScript,6069,5798,95.53
GokuMohandas/Made-With-ML,2675,25,0,0,Jupyter Notebook,77,59,76.62
discourse/discourse,4798,94,0,0,Ruby,0,0,0
tw93/Pake,1236,43,41,0,Rust,473,473,100.0
metabase/metabase,4046,34,732,0,Clojure,24349,20710,85.05
OpenCut-app/OpenCut,254,97,2,0,TypeScript,248,85,34.27
DovAmir/awesome-design-patterns,2828,30,0,0,Nenhuma,15,5,33.33
ziishaned/learn-regex,3145,98,0,0,Nenhuma,87,36,41.38
ClickHouse/ClickHouse,3561,95,745,0,C++,27381,22811,83.31
makeplane/plane,1199,41,53,0,TypeScript,1555,961,61.8
Asabeneh/30-Days-Of-JavaScript,2261,98,0,0,JavaScript,178,60,33.71
oobabooga/text-generation-webui,1168,87,92,0,Python,4096,1455,35.52
dypsilon/frontend-dev-bookmarks,4636,100,1,0,Nenhuma,108,82,75.93
astral-sh/ruff,1301,26,401,0,Rust,7788,6145,78.9
virattt/ai-hedge-fund,458,39,0,0,Python,230,203,88.26
acmesh-official/acme.sh,3719,39,46,0,Shell,3510,2387,68.01
microsoft/AI-For-Beginners,1825,98,0,0,Jupyter Notebook,149,148,99.33
microsoft/monaco-editor,3555,95,187,0,JavaScript,3964,3228,81.43
tldraw/tldraw,1758,6,101,0,TypeScript,2144,1871,87.27
android/architecture-samples,3678,100,0,0,Kotlin,491,349,71.08
prisma/prisma,2447,100,242,0,TypeScript,11819,9434,79.82
LeCoupa/awesome-cheatsheets,3036,99,0,0,JavaScript,98,59,60.2
GitHubDaily/GitHubDaily,2619,3,0,0,Nenhuma,709,181,25.53
jeecgboot/JeecgBoot,2653,100,68,0,Java,8155,8110,99.45
ColorlibHQ/AdminLTE,4451,100,77,0,CSS,2906,2769,95.29
jestjs/jest,4466,100,213,0,TypeScript,8179,7971,97.46
ghostty-org/ghostty,1434,100,1,0,Zig,2012,1880,93.44
google/zx,1763,41,100,0,JavaScript,511,492,96.28
coreybutler/nvm-windows,4181,93,23,0,Go,951,873,91.8
crewAIInc/crewAI,858,84,140,0,Python,1758,1686,95.9
bevyengine/bevy,2235,88,53,0,Rust,8003,5348,66.82
isocpp/CppCoreGuidelines,3848,100,4,0,CSS,1229,985,80.15
RocketChat/Rocket.Chat,3941,40,1000,0,TypeScript,16788,14486,86.29
meteor/meteor,5157,100,0,0,JavaScript,9256,9020,97.45
NanmiCoder/MediaCrawler,997,95,0,0,Python,566,435,76.86
KRTirtho/spotube,1843,87,43,0,Dart,2021,1304,64.52
coqui-ai/TTS,2112,42,98,0,Python,1230,1225,99.59
vercel/hyper,3532,94,88,0,TypeScript,3821,2874,75.22
slidevjs/slidev,1774,91,419,0,TypeScript,1295,1139,87.95
Leaflet/Leaflet,5640,77,34,0,JavaScript,5342,4943,92.53
react-hook-form/react-hook-form,2554,55,600,0,TypeScript,4926,4839,98.23
penpot/penpot,3716,88,69,0,Clojure,2166,1623,74.93
gedoor/legado,2477,66,115,0,Kotlin,3197,3169,99.12
apache/airflow,3976,35,114,0,Python,13868,12501,90.14
grpc/grpc,4102,42,364,0,C++,11911,11224,94.23
karpathy/nanochat,140,59,0,0,Python,116,101,87.07
GitSquared/edex-ui,3321,85,29,0,JavaScript,559,553,98.93
pyenv/pyenv,4932,85,149,0,Shell,1882,1832,97.34
sudheerj/reactjs-interview-questions,2832,100,0,0,JavaScript,112,109,97.32
docker/awesome-compose,2210,72,0,0,HTML,140,43,30.71
astaxie/build-web-application-with-golang,4960,100,0,0,Go,306,183,59.8
parcel-bundler/parcel,3129,79,52,0,JavaScript,5521,5052,91.51
NaiboWang/EasySpider,2054,44,10,0,JavaScript,757,495,65.39
iina/iina,3361,48,47,0,Swift,4374,2506,57.29
streamich/react-use,2684,54,256,0,TypeScript,609,245,40.23
square/retrofit,5656,35,4,0,HTML,2764,2637,95.41
babel/babel,4173,77,452,0,TypeScript,9057,8464,93.45
yangshun/front-end-interview-handbook,2970,90,0,0,MDX,102,91,89.22
lukasz-madon/awesome-remote-job,4078,84,0,0,Nenhuma,87,75,86.21
aymericdamien/TensorFlow-Examples,3764,78,0,0,Jupyter Notebook,238,71,29.83
streamlit/streamlit,2383,96,115,0,Python,5777,4651,80.51
upscayl/upscayl,1311,0,29,0,TypeScript,1035,977,94.4
SimplifyJobs/Summer2026-Internships,2109,100,0,0,Python,7246,7242,99.94
FuelLabs/fuels-rs,1583,98,120,0,Rust,663,613,92.46
AykutSarac/jsoncrack.com,1492,52,22,0,TypeScript,281,246,87.54
FuelLabs/fuels-ts,1641,99,156,0,TypeScript,1457,1400,96.09
spf13/cobra,4563,56,27,0,Go,1238,997,80.53
getsentry/sentry,5663,100,163,0,Python,16708,14767,88.38
zhongyang219/TrafficMonitor,3138,67,26,0,C++,1975,728,36.86
mudler/LocalAI,1080,39,97,0,Go,1276,1153,90.36
helix-editor/helix,2101,91,30,0,Rust,5736,4730,82.46
milvus-io/milvus,2360,90,153,0,Go,15188,14360,94.55
Unitech/pm2,4669,100,134,1,JavaScript,5116,4103,80.2
apache/spark,4389,7,0,0,Scala,10,2,20.0
9001/copyparty,2472,98,336,0,Python,846,634,74.94
Light-City/CPlusPlusThings,2424,65,0,0,C++,230,218,94.78
Kong/kong,4123,18,145,0,Lua,4590,4532,98.74
cli/cli,2342,100,189,0,Go,5770,4865,84.32
ziglang/zig,3862,74,21,0,Zig,13518,10186,75.35
faif/python-patterns,5017,100,0,0,Python,96,85,88.54
alex/what-happens-when,4499,83,0,0,Nenhuma,296,54,18.24
k88hudson/git-flight-rules,4241,58,0,2,Nenhuma,73,57,78.08
mitmproxy/mitmproxy,5859,78,79,0,Python,3641,3276,89.98
tmux/tmux,3925,2,39,0,C,3895,3861,99.13
bannedbook/fanqiang,4066,3,3,0,Kotlin,812,485,59.73
Alamofire/Alamofire,4233,70,104,0,Swift,2812,2779,98.83
jgm/pandoc,5826,71,153,0,Haskell,8180,7212,88.17
hiroi-sora/Umi-OCR,1436,55,31,0,Python,839,517,61.62
DIYgod/RSSHub,2891,100,0,0,TypeScript,6317,5957,94.3
files-community/Files,2614,59,130,0,C#,11064,10556,95.41
apachecn/ailearning,3293,47,2,0,Python,116,113,97.41
mingrammer/diagrams,2220,83,46,0,Python,539,224,41.56
colinhacks/zod,2186,83,201,0,TypeScript,3007,2843,94.55
exo-explore/exo,616,99,13,0,Python,727,617,84.87
gradio-app/gradio,2631,47,1000,0,Python,6461,6015,93.1
sharkdp/fd,3219,69,41,0,Rust,950,817,86.0
fastapi/full-stack-fastapi-template,2564,37,12,0,TypeScript,436,436,100.0
nolimits4web/swiper,5101,100,94,0,JavaScript,5808,5575,95.99
zhayujie/chatgpt-on-wechat,1304,66,66,0,Python,2023,1715,84.78
deepspeedai/DeepSpeed,2230,70,106,0,Python,3308,2155,65.15
apache/dubbo,5005,88,113,0,Java,7367,6562,89.07
siyuan-note/siyuan,2011,99,877,0,TypeScript,16191,15852,97.91
byoungd/English-level-up-tips,3199,25,0,0,Nenhuma,106,78,73.58
nwjs/nw.js,5172,97,0,0,JavaScript,7434,6482,87.19
ray-project/ray,3415,47,122,0,Python,22395,19482,86.99
yarnpkg/yarn,3695,60,153,0,JavaScript,6614,4740,71.67
dcloudio/uni-app,2791,82,0,0,JavaScript,5052,4384,86.78
psf/black,2910,66,51,0,Python,2777,2483,89.41
dylanaraps/pure-bash-bible,2820,26,0,0,Shell,77,33,42.86
hpcaitech/ColossalAI,1586,94,50,0,Python,1741,1299,74.61
logseq/logseq,2110,90,152,0,Clojure,8097,7130,88.06
usebruno/bruno,1252,81,160,0,JavaScript,3883,2425,62.45
hexojs/hexo,4908,80,117,0,TypeScript,3993,3918,98.12
zai-org/ChatGLM-6B,1085,47,0,0,Python,1312,751,57.24
ccxt/ccxt,3214,95,214,0,Python,11296,10495,92.91
bailicangdu/vue2-elm,3357,21,0,0,Vue,631,512,81.14
Aider-AI/aider,1028,77,93,0,Python,3972,2807,70.67
fastlane/fastlane,4108,64,560,0,Ruby,13259,12592,94.97
karanpratapsingh/system-design,1295,11,0,0,Nenhuma,23,21,91.3
chubin/cheat.sh,3221,68,0,0,Python,264,135,51.14
styled-components/styled-components,3486,39,189,0,TypeScript,2985,2676,89.65
vuetifyjs/vuetify,3459,47,639,0,TypeScript,15269,14775,96.76
curl/curl,5828,59,94,0,C,5375,5362,99.76
payloadcms/payload,1882,36,558,0,TypeScript,4368,4100,93.86
juspay/hyperswitch,1232,86,152,0,Rust,3457,2506,72.49
tabler/tabler,2952,87,51,0,HTML,1150,1063,92.43
janhq/jan,929,100,97,0,TypeScript,3311,3070,92.72
CherryHQ/cherry-studio,648,67,244,0,TypeScript,8601,8127,94.49
LC044/WeChatMsg,1147,43,0,0,Nenhuma,0,0,0
bradtraversy/50projects50days,1932,44,0,0,CSS,0,0,0
Raphire/Win11Debloat,1952,23,23,0,PowerShell,281,249,88.61
calcom/cal.com,1806,96,611,0,TypeScript,9044,8064,89.16
zen-browser/desktop,705,75,154,0,JavaScript,8434,7946,94.21
saadeghi/daisyui,1920,98,184,0,Svelte,2113,2083,98.58
DataExpert-io/data-engineer-handbook,834,100,0,0,Jupyter Notebook,84,71,84.52
chakra-ui/chakra-ui,2389,98,1000,0,TypeScript,4284,4278,99.86
jingyaogong/minimind,584,9,2,0,Python,545,524,96.15
QSCTech/zju-icicles,3534,76,0,0,HTML,78,69,88.46
twentyhq/twenty,1187,37,59,0,TypeScript,6122,5918,96.67
aria2/aria2,5575,66,24,0,C++,1913,826,43.18
zbezj/HEU_KMS_Activator,2445,0,49,0,Nenhuma,194,31,15.98
wg/wrk,5095,0,0,0,C,407,262,64.37
charmbracelet/bubbletea,2243,44,72,0,Go,407,313,76.9
remoteintech/remote-jobs,3794,96,0,0,Nunjucks,203,196,96.55
php/php-src,5374,90,42,0,C,4926,3987,80.94
vim/vim,3849,85,0,0,Vim Script,9343,7779,83.26
ComposioHQ/awesome-claude-skills,137,17,0,0,Python,55,3,5.45
google-research/bert,2685,32,0,0,Python,1145,355,31.0
pingcap/tidb,3831,23,213,0,Go,22402,17960,80.17
evanw/esbuild,3548,71,309,0,Go,3856,3312,85.89
HeyPuter/puter,730,100,8,0,JavaScript,1007,846,84.01
trpc/trpc,2054,10,230,0,TypeScript,1339,1190,88.87
go-gorm/gorm,4512,99,11,0,Go,6095,5607,91.99
freefq/free,2095,0,0,0,Nenhuma,808,257,31.81
videojs/video.js,5771,60,334,0,JavaScript,5416,4817,88.94
floodsung/Deep-Learning-Papers-Reading-Roadmap,3426,28,0,0,Python,57,5,8.77
danielmiessler/Fabric,789,99,381,0,Go,835,814,97.49
lm-sys/FastChat,1080,3,14,0,Python,1926,1067,55.4
photoprism/photoprism,2956,90,79,0,Go,2485,2052,82.58
gofiber/fiber,2238,23,135,0,Go,1631,1592,97.61
appsmithorg/appsmith,2072,66,301,0,TypeScript,23706,19299,81.41
facebookresearch/faiss,3310,100,24,0,C++,2724,2499,91.74
goabstract/Awesome-Design-Tools,2575,100,0,0,JavaScript,49,26,53.06
Dogfalo/materialize,4189,81,41,1,JavaScript,5222,4599,88.07
phaserjs/phaser,4707,100,173,0,JavaScript,4600,4512,98.09
google/styleguide,3939,79,0,0,HTML,363,244,67.22
koalaman/shellcheck,4854,100,30,0,Haskell,2943,1759,59.77
suno-ai/bark,1060,19,0,0,Jupyter Notebook,477,242,50.73
imputnet/cobalt,1333,23,0,0,Svelte,1003,807,80.46
QuivrHQ/quivr,1025,86,354,0,Python,1538,1534,99.74
google/leveldb,4205,58,21,0,C++,788,540,68.53
bmad-code-org/BMAD-METHOD,323,91,24,0,JavaScript,803,737,91.78
2noise/ChatTTS,644,41,6,0,Python,672,614,91.37
DataTalksClub/data-engineering-zoomcamp,1594,88,0,0,Jupyter Notebook,141,139,98.58
chatboxai/chatbox,1092,0,52,0,TypeScript,2492,1501,60.23
mifi/lossless-cut,3410,100,105,0,TypeScript,1801,1565,86.9
novuhq/novu,1649,92,108,0,TypeScript,1668,1542,92.45
mindsdb/mindsdb,2769,83,336,0,Python,4399,4327,98.36
nushell/nushell,2488,100,117,0,Rust,7017,5545,79.02
freeCodeCamp/devdocs,4512,100,0,0,Ruby,1262,1065,84.39
impress/impress.js,5178,82,15,0,JavaScript,483,432,89.44
preactjs/preact,3826,87,240,0,JavaScript,1929,1869,96.89
remotion-dev/remotion,2078,57,593,0,TypeScript,2201,2119,96.27
agno-agi/agno,1398,75,171,0,Python,1963,1687,85.94
google/googletest,3870,97,11,0,C++,2364,1989,84.14
gto76/python-cheatsheet,2959,0,0,0,Python,27,27,100.0
PhilJay/MPAndroidChart,4329,45,44,0,Java,4965,2898,58.37
PatrickJS/awesome-cursorrules,532,68,0,0,MDX,51,8,15.69
microsoft/qlib,2027,63,23,0,Python,1041,762,73.2
lapce/lapce,2947,82,35,0,Rust,2011,1200,59.67
istio/istio,3391,76,423,0,Go,21696,21278,98.07
halo-dev/halo,2903,30,250,0,Java,4577,4342,94.87
Kong/insomnia,3601,100,546,0,TypeScript,3975,3251,81.79
ant-design/ant-design-pro,3111,62,26,0,TypeScript,9799,9625,98.22
naptha/tesseract.js,3905,86,57,0,JavaScript,734,703,95.78
dotnet/aspnetcore,4375,92,275,0,C#,38637,35090,90.82
tw93/Mole,161,98,26,0,Shell,340,340,100.0
denysdovhan/wtfjs,3153,100,25,0,JavaScript,118,96,81.36
rapid7/metasploit-framework,5299,100,0,0,Ruby,6424,5951,92.64
FreeCodeCampChina/freecodecamp.cn,3441,55,0,0,CSS,587,445,75.81
httpie/cli,5119,100,47,0,Python,910,723,79.45
pola-rs/polars,2119,23,248,0,Rust,12416,9906,79.78
BerriAI/litellm,950,93,1000,0,Python,9215,8392,91.07
huihut/interview,2944,30,0,0,C++,66,65,98.48
ToolJet/ToolJet,1799,63,448,0,JavaScript,5149,4536,88.09
RSSNext/Folo,694,81,93,0,TypeScript,2564,2184,85.18
vlang/v,2580,66,302,0,V,10267,9152,89.14
LAION-AI/Open-Assistant,1176,22,127,0,Python,1646,1419,86.21
outline/outline,3571,53,157,0,TypeScript,3905,3868,99.05
TencentARC/GFPGAN,1810,10,8,0,Python,509,135,26.52
TeamNewPipe/NewPipe,3833,96,140,0,Java,10099,8774,86.88
google-research/google-research,2706,29,0,0,Jupyter Notebook,1440,348,24.17
chatchat-space/Langchain-Chatchat,1067,64,31,0,Python,4237,4230,99.83
eugenp/tutorials,4690,100,0,0,Java,790,773,97.85
CorentinTh/it-tools,2157,94,10,0,Vue,670,218,32.54
NervJS/taro,2886,99,207,0,TypeScript,13110,11492,87.66
kilimchoi/engineering-blogs,3915,97,0,0,Ruby,97,75,77.32
exacity/deeplearningbook-chinese,3372,16,7,0,TeX,203,139,68.47
llvm/llvm-project,3373,58,149,0,LLVM,92432,64357,69.63
0voice/interview_internal_reference,2458,35,0,0,Python,52,19,36.54
spacedriveapp/spacedrive,1618,93,28,0,Rust,530,518,97.74
vnpy/vnpy,4019,74,66,0,Python,2162,2151,99.49
alibaba/arthas,2742,100,66,0,Java,2130,1752,82.25
docker/compose,4466,100,275,0,Go,8277,8232,99.46
paperless-ngx/paperless-ngx,1479,56,142,0,Python,2359,2359,100.0
openai/gym,3596,93,19,0,Python,1840,1727,93.86
ManimCommunity/manim,2114,42,33,0,Python,1737,1362,78.41
huiyadanli/RevokeMsgPatcher,2416,6,21,0,C#,993,945,95.17
satwikkansal/wtfpython,3108,94,2,0,Python,224,158,70.54
AobingJava/JavaFamily,2303,2,0,0,Nenhuma,66,60,90.91
babysor/MockingBird,1669,55,1,0,Python,892,415,46.52
inkonchain/docs,664,95,0,0,MDX,37,13,35.14
drawdb-io/drawdb,960,91,0,0,JavaScript,337,214,63.5
inkonchain/node,658,36,6,0,Shell,26,13,50.0
PKUanonym/REKCARC-TSC-UHT,2524,89,0,0,HTML,34,32,94.12
exelban/stats,2469,81,321,0,Swift,2449,2426,99.06
