repository,stars,age_years,ai_score,ai_validation_reason,pre_commits,pre_issues,pre_avg_resolution_hours,pre_issue_rate_per_month,pre_fix_percent,pre_revert_percent,pre_avg_lines_changed,pre_avg_mi,pre_median_mi,pre_std_mi,pre_avg_cc,pre_median_cc,pre_std_cc,pos_commits,pos_issues,pos_avg_resolution_hours,pos_issue_rate_per_month,pos_fix_percent,pos_revert_percent,pos_avg_lines_changed,pos_avg_mi,pos_median_mi,pos_std_mi,pos_avg_cc,pos_median_cc,pos_std_cc,comparison_mi_change_percent,comparison_cc_change_percent
ThePorgs/Exegol,2987,6.2,2,2 commits with LLM co-authorship in last 2500 commits,2,3,8753.59,0.5,0.0,0.0,61.5,58.586735789278606,59.96614468246651,27.49759494534026,4.373027259684362,2.0,5.182883886772106,2,11,1423.4081944444445,1.8333333333333333,0.0,0.0,3.0,57.54109244251036,58.42371664713008,28.201605910554647,4.416666666666667,2.0,5.336992853098597,-1.7847782995269683,0.9979221347331648
oauthlib/oauthlib,2969,14.5,4,4 commits with LLM co-authorship in last 2500 commits,4,35,5956.879027777778,5.833333333333333,50.0,0.0,14.5,74.45172443989212,73.87995539965634,22.578047534412736,2.604288499025341,1.0,2.884613536333816,4,10,833.7841666666667,1.6666666666666667,0.0,0.0,7.5,74.89076269017383,74.86113123645292,22.63432709275986,2.6379310344827585,1.0,2.9310626548116465,0.5896952066384509,1.2918129258723923
ekzhu/datasketch,2916,11.2,2,2 commits with LLM co-authorship in last 2500 commits,2,21,6022.453055555556,3.5,50.0,0.0,12.0,53.23304473135306,50.791106735598916,24.19975093131054,2.6594059405940595,2.0,2.661577668732848,2,6,2593.9619444444443,1.0,100.0,100.0,715.0,54.33090600334315,51.52184737457014,24.108004352884613,2.710144927536232,2.0,2.766132911366306,2.0623679850186654,1.907906806090622
make-all/tuya-local,2921,6.1,2,2 commits with LLM co-authorship in last 2500 commits,2,84,200.74291666666664,14.0,0.0,0.0,63.5,49.21025457541909,50.33047631948226,20.41400835321021,3.8074534161490683,2.0,5.067064350682583,2,659,23.664444444444445,109.83333333333333,100.0,0.0,242.5,50.081129657991895,51.49435071194908,19.428278218391295,3.94279176201373,2.0,5.487570685011584,1.7697024534553223,3.554563406885896
gramps-project/gramps,2964,11.4,2,2 commits with LLM co-authorship in last 2500 commits,2,0,0.0,0.0,50.0,0.0,17082.5,69.62317825402786,73.01758086909643,27.824149804047035,3.257679180887372,2.0,5.2362758115755135,2,0,0.0,0.0,50.0,0.0,376.0,69.50690456652733,73.37735768535835,28.45004673029262,3.431486880466472,2.0,5.811621665254148,-0.1670042799199722,5.335322784355821
nicotine-plus/nicotine-plus,2878,12.8,2,2 commits with LLM co-authorship in last 2500 commits,2,219,52.288333333333334,36.5,50.0,0.0,8.0,54.99394294205261,58.35860326934625,30.931154169383944,2.7777777777777777,2.0,3.145182939911295,2,134,268.9530555555556,22.333333333333332,0.0,0.0,3905.5,45.73614400588639,47.26364117339856,31.416458091127662,2.9416399182958854,2.0,3.4254036451749643,-16.834215626112154,5.89903705865188
scrapinghub/dateparser,2807,11.5,3,3 commits with LLM co-authorship in last 2500 commits,3,105,874.6408333333334,17.5,66.66666666666666,0.0,226.0,92.85315492735084,100.0,19.424962488684997,4.175226586102719,3.0,6.45220327201975,3,29,5343.401666666667,4.833333333333333,66.66666666666666,0.0,151.0,92.79739794437546,100.0,19.58423842129209,4.262686567164179,3.0,6.5318698797236046,-0.06004856056749655,2.0947361600103775
pypa/setuptools,2831,10.1,1,1 commits with LLM co-authorship in last 2500 commits,1,455,20399.295555555553,75.83333333333333,0.0,0.0,117.0,62.087741400681466,59.51698404373003,26.457993881645244,3.3858623438745683,2.0,9.074055727420058,1,108,9269.647916666667,18.0,0.0,0.0,12.0,63.92863775621425,61.98432543588579,26.294765375471194,3.335465302206588,2.0,9.53493394992752,2.96499166180424,-1.488455127514405
DLR-RM/rl-baselines3-zoo,2803,6.0,1,1 commits with LLM co-authorship in last 2500 commits,1,54,416.0111111111111,9.0,0.0,0.0,22.0,66.50265104465974,59.63249644357484,21.483956460219805,4.763358778625954,3.0,7.1535311955658925,1,8,205.76069444444443,1.3333333333333333,100.0,0.0,1513.0,66.4606009865335,59.63249644357484,21.59185398868633,4.8396946564885495,3.0,7.273098811303136,-0.06323064940373177,1.6025641025641006
quay/quay,2772,6.5,1,1 commits with LLM co-authorship in last 2500 commits,1,0,0.0,0.0,100.0,100.0,117.0,57.54310538393036,54.89840000542167,23.507778527017997,2.7524235645041015,2.0,3.0391804675854384,1,0,0.0,0.0,0.0,0.0,279.0,56.95835866158262,54.33102642280325,23.63920161983986,2.9376313945339874,2.0,3.3843335415931297,-1.0161890263764528,6.728900028991518
snakemake/snakemake,2778,6.6,2,2 commits with LLM co-authorship in last 2500 commits,2,446,38964.93875,74.33333333333333,100.0,0.0,97.0,61.85455748391822,60.88770660240568,32.96130369783382,3.216698841698842,2.0,4.358550278581778,2,475,40494.87694444445,79.16666666666667,100.0,0.0,39.5,61.64132946148044,61.77059467573554,32.17086019331541,3.1373883453849425,2.0,4.444306503790494,-0.34472483695840866,-2.465586622091513
jazzband/django-model-utils,2759,16.5,1,1 commits with LLM co-authorship in last 2500 commits,1,51,38247.32111111111,8.5,0.0,0.0,2.0,58.5476467521396,53.30027827446932,27.344869712618646,2.1581632653061225,1.0,1.7844237319025695,1,3,1032.2272222222223,0.5,0.0,0.0,2.0,58.48392191114147,53.30027827446932,27.406963870549507,2.1581632653061225,1.0,1.7844237319025695,-0.10884270253918961,0.0
sigma67/ytmusicapi,2690,6.2,1,1 commits with LLM co-authorship in last 2500 commits,1,40,127.97944444444445,6.666666666666667,100.0,100.0,2723.0,62.361883673186334,57.41807285338332,23.324041747590556,3.6265060240963853,2.0,5.052441876620688,1,42,84.05611111111111,7.0,100.0,100.0,37.0,61.95774880174592,55.063322095597684,23.602261558222832,3.7164750957854404,2.0,5.182870089469956,-0.648047890211786,2.480874734282915
pyro-ppl/numpyro,2680,7.3,1,1 commits with LLM co-authorship in last 2500 commits,1,131,306.92027777777776,21.833333333333332,100.0,0.0,146.0,54.54452313427409,50.9494240828225,29.753713329414182,2.3,1.0,2.7918962524930406,1,31,459.8148611111111,5.166666666666667,100.0,0.0,328.0,53.68737024319683,50.83738027724795,29.682832443029834,2.3489096573208723,1.0,2.8800724744766133,-1.5714738012598877,2.1265068400379348
Nandaka/PixivUtil2,2654,14.5,1,1 commits with LLM co-authorship in last 2500 commits,1,127,756.1266666666667,21.166666666666668,0.0,0.0,166.0,41.975194738075345,44.481011971210705,22.347127155890465,5.738613861386138,3.0,9.769167200001752,1,105,8949.222777777777,17.5,0.0,0.0,32.0,37.962848916130255,40.54446796278939,22.079943772142144,6.576595744680851,4.0,12.590501532368663,-9.558849808755085,14.60251383933161
ilius/pyglossary,2611,15.3,1,1 commits with LLM co-authorship in last 2500 commits,1,64,105.35611111111112,10.666666666666666,100.0,0.0,6.0,70.71555697716487,71.41516798186157,26.469482588945997,2.9278846153846154,2.0,3.24099443588414,1,25,198.73055555555555,4.166666666666667,100.0,0.0,1466.0,70.58383721985578,71.28694839842038,25.841364553898185,2.912848446010894,2.0,3.1988610786273988,-0.18626701526457531,-0.5135506124358097
napari/napari,2652,7.8,1,1 commits with LLM co-authorship in last 2500 commits,1,969,5015.2075,161.5,0.0,0.0,52.0,63.75623790165955,60.713228610149,24.248400636522735,2.7898334576186925,2.0,2.9958046806190057,1,294,555.7275,49.0,100.0,0.0,55.0,63.185559034453924,60.55962519178367,24.313140156131517,2.782421266914142,2.0,2.9584934416247046,-0.8950949522552907,-0.2656857772032436
virtio-win/virtio-win-pkg-scripts,2486,11.3,2,2 commits with LLM co-authorship in last 2500 commits,2,11,3471.5427777777777,1.8333333333333333,0.0,0.0,38.0,54.66641591051025,54.50941379504238,8.404951063526871,2.5847457627118646,2.0,2.5522548063193744,2,8,20.701944444444443,1.3333333333333333,50.0,0.0,2.5,54.58591907626208,54.50941379504238,8.487748955852979,2.5847457627118646,2.0,2.5522548063193744,-0.14725098199221148,0.0
raspiblitz/raspiblitz,2596,7.8,2,2 commits with LLM co-authorship in last 2500 commits,2,700,2895.2519444444442,116.66666666666667,50.0,0.0,44.5,65.85115050715078,65.13265787205677,26.24119046698498,2.809090909090909,1.0,4.488022013960732,2,63,1449.9265277777777,10.5,50.0,0.0,28.5,65.85115050715078,65.13265787205677,26.24119046698498,2.809090909090909,1.0,4.488022013960732,0.0,0.0
graphistry/pygraphistry,2486,11.0,1,1 commits with LLM co-authorship in last 2500 commits,1,49,123.85319444444444,8.166666666666666,100.0,0.0,134.0,61.75463035658154,58.22088316350175,30.30361353041253,4.119462025316456,2.0,5.810085161510196,1,292,18.293194444444445,48.666666666666664,0.0,0.0,11.0,58.28041303243849,55.81296923242403,32.56414587281143,5.199286139202855,2.5,11.642024206658215,-5.62584101642637,26.212745918041264
scverse/scanpy,2457,9.3,2,2 commits with LLM co-authorship in last 2500 commits,2,707,704.6936111111111,117.83333333333333,0.0,0.0,7.5,60.80852078775807,59.13952144612706,27.427026382712736,5.069767441860465,2.0,7.770532736928926,2,106,419.33680555555554,17.666666666666668,50.0,0.0,703.0,59.90353190690139,58.16987390691782,27.049580152433137,4.886631016042781,2.0,7.509707292778403,-1.4882599825366405,-3.6123239954864355
Pyomo/pyomo,2460,10.0,23,23 commits with LLM co-authorship in last 2500 commits,23,292,28392.254722222224,48.666666666666664,8.695652173913043,0.0,56.0,64.41305547952886,66.6748108441895,30.057563778971303,3.748221906116643,2.0,6.590282148126484,23,91,958.4908333333333,15.166666666666666,4.3478260869565215,0.0,4.0,63.86691287403177,66.29480935734219,30.33117254603688,3.73248294800248,2.0,6.53788335216043,-0.8478756386128361,-0.4199046510154283
open-telemetry/opentelemetry-python,2446,7.0,1,1 commits with LLM co-authorship in last 2500 commits,1,212,690.9861111111111,35.333333333333336,0.0,0.0,200.0,87.09646379330081,100.0,19.791286689480028,2.0670665212649943,1.0,2.2109017609218484,1,166,1503.4233333333334,27.666666666666668,100.0,0.0,10.0,81.39425039271798,100.0,24.265971705535208,2.2842267643655996,1.0,2.464051207097849,-6.5470090888138115,10.505721072184384
microsoft/debugpy,2410,6.3,4,4 commits with LLM co-authorship in last 2500 commits,4,271,3381.863888888889,45.166666666666664,100.0,0.0,104.0,67.17658000052337,70.57037359134901,27.943902080346152,3.308119712084859,2.0,5.397615941184635,4,116,904.2524999999999,19.333333333333332,75.0,25.0,56.0,67.18761554880096,70.27921354085788,27.889181084497576,3.318871742980015,2.0,5.414715176460267,0.016427672080811716,0.3250194016824036
TorchIO-project/torchio,2396,6.5,23,23 commits with LLM co-authorship in last 2500 commits,23,71,37.94027777777778,11.833333333333334,13.043478260869565,0.0,6.0,66.95011415565025,60.6517088291002,23.913749856560873,3.046801872074883,2.0,2.6159823024866156,23,11,54.349444444444444,1.8333333333333333,26.08695652173913,0.0,37.0,63.32486543114193,57.080090065832756,24.51756407344184,3.040682414698163,2.0,2.8830527631483926,-5.41485069925362,-0.2008485498452404
Neoteroi/BlackSheep,2335,7.5,4,4 commits with LLM co-authorship in last 2500 commits,4,33,6512.710555555555,5.5,50.0,0.0,95.0,59.106330429408175,57.78486570885171,27.027290597498393,2.3451327433628317,2.0,2.122262083593307,4,23,6911.070277777777,3.8333333333333335,50.0,0.0,769.0,58.425210164160795,56.40081821184353,28.148715980768472,2.4850849013308856,2.0,2.459610894960646,-1.1523643242594033,5.967771264298145
QuantEcon/QuantEcon.py,2330,13.2,10,10 commits with LLM co-authorship in last 2500 commits,10,45,26220.51375,7.5,10.0,0.0,6.0,69.13607612335757,64.99028512801246,24.096799340702294,3.410204081632653,2.0,3.3474172131909423,10,2,1373.818611111111,0.3333333333333333,40.0,40.0,152.5,69.34368660880969,66.77955902906282,24.196288254302225,3.4345238095238093,2.0,3.3893622350737633,0.30029254926427745,0.7131458208657484
microsoft/Olive,2315,6.8,36,36 commits with LLM co-authorship in last 2500 commits,36,4,7946.196527777777,0.6666666666666666,80.55555555555556,0.0,75.0,70.32120606437793,67.8815852181744,24.396111117796533,3.8011133603238867,2.0,4.271933018657289,36,26,338.6694444444445,4.333333333333333,91.66666666666666,0.0,227.0,66.95323255715734,64.61749454220228,25.23293845232579,4.190442971747471,2.0,5.033061885363571,-4.789413742615949,10.242515140101217
cyberjunky/python-garminconnect,2288,6.4,1,1 commits with LLM co-authorship in last 2500 commits,1,17,4974.873333333333,2.8333333333333335,100.0,0.0,35.0,19.25463706605519,18.911353253244908,19.26075637397923,4.19,2.0,5.432669693622096,1,28,360.8615277777778,4.666666666666667,100.0,0.0,22.0,62.77943515913001,73.86558877212629,39.772591986863475,3.67816091954023,2.0,4.829850317457822,226.0483952190744,-12.215729843908605
pypa/flit,2248,11.2,1,1 commits with LLM co-authorship in last 2500 commits,1,76,535.6830555555556,12.666666666666666,0.0,0.0,53.0,76.01526793340233,85.39002821066074,27.254190371974456,4.194888178913738,3.0,5.378668024328193,1,8,1749.1905555555556,1.3333333333333333,100.0,0.0,32.0,76.24830646269385,85.62341434333207,26.839249652540353,4.186495176848875,3.0,5.344463517375896,0.30656805616430477,-0.200076896138771
wemake-services/wemake-django-template,2248,8.7,1,1 commits with LLM co-authorship in last 2500 commits,1,27,12433.926111111112,4.5,0.0,0.0,78.0,94.49889549012707,100.0,8.847681143264019,1.6,1.0,0.7999999999999999,1,9,824.1111111111111,1.5,100.0,0.0,16.0,95.98648422486637,100.0,8.017021502841587,1.4390243902439024,1.0,0.6643823644817677,1.5741863722573592,-10.060975609756106
pypa/cibuildwheel,2233,9.2,4,4 commits with LLM co-authorship in last 2500 commits,4,113,411.24083333333334,18.833333333333332,100.0,25.0,25.5,52.066047696833856,52.55047626097649,19.010999012663984,4.025408348457351,2.0,5.159109836680718,4,72,676.9075,12.0,50.0,25.0,18.0,54.05180002364584,54.99860990145993,21.300265932260743,4.037087912087912,2.0,4.942248707721492,3.813910244108537,0.2901460577294651
sagemath/sage,2381,13.9,3,3 commits with LLM co-authorship in last 2500 commits,3,15839,1073.6861111111111,2639.8333333333335,66.66666666666666,0.0,50.0,55.304430865326225,53.697475909325405,31.20406466408143,3.8376189644634593,2.0,6.0955191202862276,3,438,6803.185277777778,73.0,0.0,0.0,2.0,55.33068985037231,53.60440245959755,31.270408335379244,3.850829088544489,2.0,6.107741519214198,0.04748079789488899,0.34422708985327205
cantools/cantools,2229,11.1,1,1 commits with LLM co-authorship in last 2500 commits,1,70,3995.2783333333336,11.666666666666666,0.0,0.0,247.0,58.95481783097011,57.31841042274634,30.6567937970827,3.4393203883495147,2.0,4.161043036280506,1,51,36672.13791666667,8.5,100.0,0.0,33.0,58.95823605298786,58.26492677076128,30.760459113477612,3.4471153846153846,2.0,4.168574205860238,0.005798036773771905,0.2266435046957227
testcontainers/testcontainers-python,2216,9.2,1,1 commits with LLM co-authorship in last 2500 commits,1,26,8287.092916666666,4.333333333333333,100.0,0.0,8.0,79.39898836732874,79.31259166506528,17.272915110508396,2.198051948051948,1.0,1.8524455853417259,1,55,769.8911111111111,9.166666666666666,0.0,0.0,143.0,78.45880865920395,79.2802967197284,18.41716813915892,2.2906474820143883,1.0,2.1853960043605265,-1.184120512688616,4.212618088690044
jellyfin/jellyfin-mpv-shim,2190,6.3,1,1 commits with LLM co-authorship in last 2500 commits,1,47,1985.769861111111,7.833333333333333,0.0,0.0,5.0,53.609100634840644,54.89264318513786,25.331029877008742,3.6747967479674797,2.0,4.012506062859977,1,45,1126.7959722222222,7.5,0.0,0.0,29.0,51.12593499173163,48.541173220219406,25.968379784867004,3.9728395061728397,3.0,4.297774685328056,-4.631985266873135,8.110455588331698
veops/cmdb,2170,10.4,1,1 commits with LLM co-authorship in last 2500 commits,1,17,27121.785555555558,2.8333333333333335,0.0,0.0,1045.0,62.61892885291453,58.17579815568522,33.01387324557873,4.1279778393351805,2.0,5.499505750601044,1,57,5537.803888888889,9.5,0.0,0.0,142.0,62.49427802198537,58.15530509228655,32.9991187430313,4.1413641364136415,2.0,5.514790065837951,-0.1990625410120759,0.3242821933515262
getsentry/sentry-python,2180,7.9,2,2 commits with LLM co-authorship in last 2500 commits,2,318,7060.757083333334,53.0,0.0,0.0,1.5,64.94103708459538,63.203777979054635,20.720838414544595,2.7788220551378444,2.0,2.9002769923743537,2,958,746.6511111111112,159.66666666666666,50.0,0.0,42.0,58.83976379004204,56.59382474624303,24.520101579334813,3.3586399627387054,2.0,4.21167048190021,-9.395096796199173,20.865600462930644
web2py/web2py,2169,17.5,4,4 commits with LLM co-authorship in last 2500 commits,4,42,3540.6133333333332,7.0,25.0,0.0,124.5,64.52632364744696,63.965664847556326,31.395561223797756,4.451232876712329,2.0,8.692049893824088,4,16,8567.133333333333,2.6666666666666665,50.0,0.0,34.0,64.65255829882744,64.08934995250802,31.353256747028485,4.460313100796484,2.0,8.701408259418653,0.19563279642304607,0.20399346283725078
home-assistant/supervisor,2165,9.2,18,18 commits with LLM co-authorship in last 2500 commits,18,185,99.3073611111111,30.833333333333332,50.0,5.555555555555555,4.0,64.62043219166763,59.56655894305255,24.60453811568267,2.2303822937625752,1.0,2.5497548812493918,18,145,113.99555555555555,24.166666666666668,72.22222222222221,5.555555555555555,322.5,63.457364107439446,58.257922089749535,24.468747718773255,2.279850746268657,1.0,2.72496144983676,-1.7998457218275243,2.2179360302681586
SheffieldML/GPy,2158,13.5,3,3 commits with LLM co-authorship in last 2500 commits,3,54,60196.31958333333,9.0,33.33333333333333,0.0,6.0,60.105017198632254,58.48127263817659,23.320259671102765,2.7456864216054013,2.0,2.929118588691797,3,1,0.0,0.16666666666666666,0.0,0.0,2.0,60.108086585502065,58.48127263817659,23.31593119710271,2.746996996996997,2.0,2.9298271925779784,0.005106706582692216,0.04773215838790341
tensorflow/quantum,2128,6.3,9,9 commits with LLM co-authorship in last 2500 commits,9,82,37541.4775,13.666666666666666,33.33333333333333,0.0,54.0,72.44389541271,71.1053523520698,22.649415970016804,3.1205128205128205,2.0,4.0466307281287275,9,71,20209.97902777778,11.833333333333334,11.11111111111111,0.0,24.0,73.02569263122408,71.9815298217978,22.70658306871936,3.104089219330855,2.0,4.0079314960211425,0.8031004064588095,-0.526310966390024
Kludex/mangum,2112,7.3,1,1 commits with LLM co-authorship in last 2500 commits,1,27,487.91305555555556,4.5,0.0,0.0,6.0,69.33369071731428,62.24291290658253,22.74482782934421,2.6233766233766236,2.0,1.9342367267988916,1,7,1668.3204166666667,1.1666666666666667,0.0,0.0,1876.0,69.18897647108498,60.964414990684716,22.840414107570957,2.6153846153846154,2.0,1.9230769230769234,-0.20872139465260015,-0.30464584920031124
Blazemeter/taurus,2104,11.2,1,1 commits with LLM co-authorship in last 2500 commits,1,0,0.0,0.0,100.0,0.0,13.0,39.998414488530365,37.396007475272086,31.397844622363152,3.439531859557867,2.0,3.2155826365400713,1,4,265.41194444444443,0.6666666666666666,100.0,0.0,30.0,39.97879141494777,37.396007475272086,31.50229359913656,3.455357142857143,2.0,3.2388815900062835,-0.0490596285715787,0.4600999189846093
twilio/twilio-python,2058,16.7,1,1 commits with LLM co-authorship in last 2500 commits,1,19,6587.467500000001,3.1666666666666665,0.0,0.0,4.0,58.82321024756236,48.61294885131138,24.75261365272904,1.34799892197817,1.0,0.5974379093403449,1,8,1829.7743055555557,1.3333333333333333,100.0,0.0,55.0,54.134462883536514,44.46252339369777,27.819397966268888,1.2476070733290072,1.0,0.5285244026352869,-7.970913767359621,-7.4474724728888635
simonw/sqlite-utils,2053,7.8,1,1 commits with LLM co-authorship in last 2500 commits,1,83,60.86361111111111,13.833333333333334,100.0,0.0,428.0,61.32683326439965,82.1002372785635,39.51872178092154,5.0355731225296445,3.0,8.22765985726601,1,35,77.295,5.833333333333333,0.0,0.0,17.0,54.78836476163177,63.32026917136709,38.94308686213597,5.103448275862069,2.0,8.60014409942354,-10.661676389808763,1.3479131705732728
uber/orbit,2051,6.4,1,1 commits with LLM co-authorship in last 2500 commits,1,109,550.9530555555556,18.166666666666668,0.0,0.0,6.0,67.7774983297189,67.20080543027566,22.640595493641623,3.4076433121019107,2.0,3.9268071242734957,1,3,1493.9669444444444,0.5,100.0,0.0,63.0,67.61072215390251,66.07280874848324,22.815305953405588,3.4076433121019107,2.0,3.9268071242734957,-0.24606422474470857,0.0
erocarrera/pefile,2038,11.1,1,1 commits with LLM co-authorship in last 2500 commits,1,52,64187.33472222222,8.666666666666666,0.0,0.0,10.0,68.88121057741826,73.74590428189558,34.351402503019465,5.01779359430605,2.0,10.059416196107357,1,56,67616.50694444444,9.333333333333334,100.0,0.0,4.0,77.08996112530396,100.0,34.76576031649954,5.068345323741007,2.0,10.093395062155821,11.917256504456418,1.0074493596612066
elastic/rally,2026,10.5,2,2 commits with LLM co-authorship in last 2500 commits,2,72,2609.0901388888888,12.0,50.0,0.0,48.0,65.39722380250628,71.00177658383151,29.87279401649377,2.6199600798403195,2.0,3.0069913210372934,2,23,194.20472222222222,3.8333333333333335,50.0,0.0,255.5,65.10755282156508,70.09534668657253,29.53918660944321,2.661656891495601,2.0,3.161391293191894,-0.44294079182317614,1.5915056101855924
pythonarcade/arcade,2027,10.4,4,4 commits with LLM co-authorship in last 2500 commits,4,346,499.7711111111111,57.666666666666664,25.0,0.0,8.0,61.77243147029032,58.221577350112256,24.49642416475915,2.1483202287348107,1.0,2.6521901549414233,4,15,51.27902777777778,2.5,50.0,0.0,111.0,61.184294689303755,58.67150538768904,24.689674750580625,2.1274978891077962,1.0,2.579075528468747,-0.9521023650646374,-0.969238167965169
qutip/qutip,2014,13.6,2,2 commits with LLM co-authorship in last 2500 commits,2,166,20418.69138888889,27.666666666666668,0.0,0.0,15.0,49.61106337648518,45.982374783464316,25.354881310539966,3.2576946288473145,2.0,3.61774647474243,2,111,19035.959027777775,18.5,0.0,0.0,3.0,48.880413996346256,45.8600267796821,25.406088529269255,3.3768699654775602,2.0,3.914076435837277,-1.4727549268481042,3.6582721896316626
